eventid,iyear,imonth,iday,extended,country_txt,region_txt,provstate,city,latitude,longitude,specificity,vicinity,summary,success,suicide,attacktype1_txt,targtype1_txt,gname,motive,individual,nperps,nperpcap,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
1.97605E+11,1976,5,9,0,Guatemala,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,0,,1,0,Hostage Taking (Kidnapping),Business,Guerrilla Army of the Poor (EGP),,0,,,Unknown,,,,,,
1.97605E+11,1976,5,9,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,,,,,,
1.97605E+11,1976,5,9,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,,,,,,
1.97605E+11,1976,5,9,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,10,0,France,Western Europe,Haute-Garonne,Toulouse,43.604652,1.444209,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,10,0,France,Western Europe,Gard,Nimes,43.836699,4.360054,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,10,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Bombing/Explosion,Tourists,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,10,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Bombing/Explosion,Educational Institution,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,11,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Assassination,Government (Diplomatic),Armed Nucleus for Popular Autonomy,,0,3,,Firearms,1,,,0,,
1.97605E+11,1976,5,11,0,West Germany (FRG),Western Europe,Bavaria,Munich,48.139126,11.580186,1,0,,0,0,Bombing/Explosion,Military,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,12,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Facility/Infrastructure Attack,Business,Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,12,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Facility/Infrastructure Attack,Government (General),Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,12,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Facility/Infrastructure Attack,Business,Combat Territory Groups,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,12,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Facility/Infrastructure Attack,Business,Combat Territory Groups,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,12,0,Spain,Western Europe,Barcelona,Barcelona,41.400635,2.150913,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,11,0,United States,North America,Maine,Augusta,44.310519,-69.779646,1,0,,1,0,Bombing/Explosion,Business,Fred Hampton Unit of the People's Forces,,0,,,Explosives,,,0,,,0
1.97605E+11,1976,5,13,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Ulster Freedom Fighters (UFF),,0,,,Firearms,1,,,,,
1.97605E+11,1976,5,13,0,United States,North America,Maryland,Hyattsville,38.95259,-76.942074,1,0,"05/13/1976: Shots were fired through the windows of the home of a Soviet diplomat in Hyattsville, Maryland, United States.  Former Chairman of the Jewish Defense League, William Perl, was given a suspended sentence and a fine for the shootings.  It is unknown whether there were any injuries or fatalities in this incident. This was one of two similar incidents (197605130003).",1,0,Armed Assault,Government (Diplomatic),Jewish Defense League (JDL),Unknown,0,1,1,Firearms,0,0,0,,,
1.97605E+11,1976,5,13,0,United States,North America,Maryland,Hyattsville,38.95259,-76.942074,1,0,"05/13/1976: Shots were fired through the windows of the home of a Soviet diplomat in Hyattsville, Maryland, United States.  Former Chairman of the Jewish Defense League, William Perl, was given a suspended sentence and a fine for the shootings.  It is unknown whether there were any injuries or fatalities in this incident. This was one of two similar incidents (197605130002).",1,0,Armed Assault,Government (Diplomatic),Jewish Defense League (JDL),Unknown,0,1,1,Firearms,0,0,0,,,
1.97605E+11,1976,5,14,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Assassination,Business,Unknown,,0,1,,Firearms,1,,,0,,
1.97605E+11,1976,5,14,0,West Germany (FRG),Western Europe,Bavaria,Munich,48.139126,11.580186,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,14,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Facility/Infrastructure Attack,Violent Political Party,Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,14,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Facility/Infrastructure Attack,Violent Political Party,Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,14,0,Italy,Western Europe,Veneto,Venice,45.434336,12.338786,1,0,,1,0,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,14,0,Italy,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,14,0,Italy,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,14,0,United States,North America,California,San Francisco,37.755363,-122.443352,1,0,"05/14/1976: The Larkspur branch of the Bayview Federal Savings Corporation is bombed in San Francisco, California, United States.  The New World Liberation Front (NWLF) claims the attack through a phone call to the police.  The explosion caused extensive damage to the bank as well as six buildings nearby. There were no casualties.",1,0,Bombing/Explosion,Business,New World Liberation Front (NWLF),Unknown,0,-99,-99,Explosives,0,0,0,0,0,0
1.97605E+11,1976,5,15,0,Guatemala,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,0,,0,0,Assassination,Government (General),Unknown,,0,,,Firearms,0,,,2,,
1.97605E+11,1976,5,15,0,West Germany (FRG),Western Europe,North Rhine-Westphalia,Cologne,50.940664,6.959912,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,15,0,West Germany (FRG),Western Europe,North Rhine-Westphalia,Hamm,51.680371,7.817429,1,0,,1,0,Bombing/Explosion,Government (General),Revolutionary Cells,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,15,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,15,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Facility/Infrastructure Attack,Airports & Aircraft,Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,15,0,United Kingdom,Western Europe,Northern Ireland,Belcoo,54.296399,-7.871465,1,0,,1,0,Bombing/Explosion,Police,Irish Republican Army (IRA),,0,,,Explosives,3,,,,,
1.97605E+11,1976,5,15,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Armed Assault,Business,Ulster Volunteer Force (UVF),,0,,,Firearms,2,,,,,
1.97605E+11,1976,5,15,0,United Kingdom,Western Europe,Northern Ireland,Charlemont,54.441136,-6.685511,1,0,,1,0,Bombing/Explosion,Business,Ulster Volunteer Force (UVF),,0,,,Explosives,3,,,,,
1.97605E+11,1976,5,15,0,United Kingdom,Western Europe,Northern Ireland,Warrenpoint,54.102813,-6.259412,1,0,,1,0,Assassination,Police,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97605E+11,1976,5,16,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Irish Republican Army (IRA),,0,,,Firearms,2,,,,,
1.97605E+11,1976,5,16,0,United Kingdom,Western Europe,Northern Ireland,Eglish,54.439827,-6.75975,1,1,,1,0,Assassination,Police,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97605E+11,1976,5,16,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"5/16/1976: A group calling itself a secret anti-Castro Cuban army firebombed a Cuban social club in Manhattan, New York, United States.  The firebomb ignited but it is unknown if the club sustained any damages.",1,0,Facility/Infrastructure Attack,Business,Cuban Exiles,To protest Cuban institutions operating in the United States,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97605E+11,1976,5,16,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"5/16/1976: In a series of two related attacks, the Jewish Militant group Save Our Israel Land firebombed a branch of the First National City Bank in Queens, New York, United States.  There were no casualties and the bank sustained minor damages.",1,0,Facility/Infrastructure Attack,Business,Save Our Israel Land,To protest the involvement of banks which participated in the Arab boycott of Israel.,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97605E+11,1976,5,16,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"5/16/1976: In a series of two related attacks, the Jewish Militant group Save Our Israel Land firebombed a branch of the Bankers Trust Company in Queens, New York, United States.  There were no casualties and the bank sustained minor damages.",1,0,Facility/Infrastructure Attack,Business,Save Our Israel Land,To protest the involvement of banks which participated in the Arab boycott of Israel.,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97605E+11,1976,5,17,1,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,,1,0,Hostage Taking (Kidnapping),Government (General),Montoneros (Argentina),,0,,,Unknown,2,,,0,,
1.97605E+11,1976,5,17,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Armed Assault,Private Citizens & Property,Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,17,0,France,Western Europe,Charente,Angouleme,45.648377,0.156237,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,17,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Armed Assault,Private Citizens & Property,Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,17,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,17,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Bombing/Explosion,Journalists & Media,Unknown,,0,,,Explosives,,,,,,
1.97605E+11,1976,5,17,0,West Germany (FRG),Western Europe,Hesse,Frankfurt,50.11797,8.644191,1,0,,1,0,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,17,0,West Germany (FRG),Western Europe,North Rhine-Westphalia,Cologne,50.940664,6.959912,1,0,,1,0,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,17,0,West Germany (FRG),Western Europe,North Rhine-Westphalia,Essen,51.457935,7.014828,1,0,,1,0,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,17,0,United Kingdom,Western Europe,Northern Ireland,Moy,54.446614,-6.690752,1,0,,1,0,Assassination,Private Citizens & Property,Irish Republican Extremists,,0,,,Firearms,2,,,,,
1.97605E+11,1976,5,17,0,United Kingdom,Western Europe,Northern Ireland,Charlemont,54.441136,-6.685511,1,0,,1,0,Armed Assault,Business,Ulster Volunteer Force (UVF),,0,,,Firearms,1,,,,,
1.97605E+11,1976,5,19,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,20,0,Belgium,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,,1,0,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,21,0,Italy,Western Europe,Piedmont,Turin,45.072731,7.679541,1,0,,1,0,Armed Assault,Violent Political Party,Unknown,,0,3,,Firearms,,,,,,
1.97605E+11,1976,5,21,0,United Kingdom,Western Europe,Northern Ireland,Moira,54.479875,-6.228448,1,0,,1,0,Bombing/Explosion,Transportation,Irish Republican Army (IRA),,0,,,Explosives,1,,,,,
1.97605E+11,1976,5,21,0,Philippines,Southeast Asia,Davao del Sur,Davao City,7.083241,125.600998,1,0,,1,0,Hijacking,Airports & Aircraft,Muslim Rebels,,0,6,,Firearms,13,,3,25,,3
1.97605E+11,1976,5,22,0,United Kingdom,Western Europe,Northern Ireland,Corrainy,54.249541,-7.278094,1,0,,1,0,Assassination,Police,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97605E+11,1976,5,24,0,Philippines,Southeast Asia,Unknown,Unknown,,,5,0,,1,0,Armed Assault,Transportation,Moro National Liberation Front (MNLF),,0,,,Firearms,16,,,14,,
1.97605E+11,1976,5,25,1,Mexico,North America,Federal,Mexico city,19.371887,-99.086624,1,0,,1,0,Hostage Taking (Kidnapping),Government (Diplomatic),23rd of September Communist League,,0,,,Unknown,0,,,0,,
1.97605E+11,1976,5,25,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,0,,1,0,Armed Assault,Military,First of October Antifascist Resistance Group (GRAPO),,0,2,,Firearms,0,,,0,,
1.97605E+11,1976,5,25,0,Spain,Western Europe,Seville,Sevilla,37.38264,-5.996295,1,0,,1,0,Armed Assault,Military,First of October Antifascist Resistance Group (GRAPO),,0,2,,Firearms,0,,,0,,
1.97605E+11,1976,5,25,0,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,1,0,,1,0,Assassination,Police,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97605E+11,1976,5,26,0,India,South Asia,Delhi,New Delhi,28.585836,77.153336,1,0,,1,0,Bombing/Explosion,Airports & Aircraft,Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,26,0,Italy,Western Europe,Piedmont,Turin,45.072731,7.679541,1,0,,1,0,Bombing/Explosion,Educational Institution,Red Brigades,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,26,0,Italy,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,,1,0,Bombing/Explosion,Business,Red Brigades,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,26,0,Italy,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,,1,0,Bombing/Explosion,Business,Red Brigades,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,26,0,Spain,Western Europe,Biscay,Bilbao,43.258434,-2.921819,1,0,,1,0,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,27,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Justice Commandos for the Armenian Genocide,,0,,,Explosives,1,,,1,,
1.97605E+11,1976,5,27,0,Greece,Western Europe,Attica,Athens,37.99749,23.762728,1,0,,1,0,Armed Assault,Military,Unknown,,0,,,Incendiary,0,,,0,,
1.97605E+11,1976,5,27,0,Mexico,North America,State of Mexico,Ecatepec,19.6,-99.05,1,0,,1,0,Armed Assault,Government (General),23rd of September Communist League,,0,,,Firearms,,,,,,
1.97605E+11,1976,5,27,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Ulster Volunteer Force (UVF),,0,,,Firearms,1,,,,,
1.97605E+11,1976,5,28,0,Switzerland,Western Europe,Zurich,Zurich,47.36865,8.539182,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Unknown,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,28,0,Switzerland,Western Europe,Zurich,Zurich,47.36865,8.539182,1,0,,1,0,Bombing/Explosion,Business,Justice Commandos for the Armenian Genocide,,0,,,Explosives,0,,,0,,
1.97605E+11,1976,5,28,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Hostage Taking (Barricade Incident),Business,Protestant extremists,,0,,,Explosives,2,,,,,
1.97605E+11,1976,5,29,0,Costa Rica,Central America & Caribbean,San Jose,San Jose,9.933333,-84.083333,1,0,,1,0,Bombing/Explosion,Educational Institution,Coordination of the United Revolutionary Organization (CORU),,0,,,Unknown,,,,,,
1.97605E+11,1976,5,29,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Facility/Infrastructure Attack,Journalists & Media,Unknown,,0,,,Incendiary,,,,,,
1.97605E+11,1976,5,29,0,Colombia,South America,Santander,Campo Seco,6.263255,-74.298998,1,0,,1,0,Armed Assault,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC),,0,,,Firearms,,,,,,
1.97605E+11,1976,5,30,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Business,Protestant extremists,,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,1,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Firearms,1,,,0,,
1.97606E+11,1976,6,1,0,West Germany (FRG),Western Europe,Hamburg,Hamburg,53.553813,9.991586,1,0,,0,0,Assassination,Government (General),Commando Heinz Neumann,,0,,,Explosives,1,,,1,,
1.97606E+11,1976,6,1,0,West Germany (FRG),Western Europe,North Rhine-Westphalia,Moers,51.451604,6.640815,1,0,,1,0,Facility/Infrastructure Attack,Military,Unknown,,0,,,Incendiary,,,,,,
1.97606E+11,1976,6,1,0,West Germany (FRG),Western Europe,Hesse,Frankfurt,50.11797,8.644191,1,0,,1,0,Bombing/Explosion,Military,Red Cell,,0,,,Explosives,0,,,16,,
1.97606E+11,1976,6,1,0,West Germany (FRG),Western Europe,Hamburg,Hamburg,53.553813,9.991586,1,0,,1,0,Facility/Infrastructure Attack,Government (General),Red Cell,,0,,,Incendiary,0,,,0,,
1.97606E+11,1976,6,1,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"6/1/1976: An unknown Jewish militant group firebombed a branch of the Bankers Trust Company in Queens, New York, United States.  There were no casualties but two windows were shattered.",1,0,Facility/Infrastructure Attack,Business,Jewish Extremists,To protest the involvement of banks which participated in the Arab boycott of Israel.,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97606E+11,1976,6,2,0,Spain,Western Europe,Las Palmas,Las Palmas de Gran Canaria,28.124824,-15.430008,1,0,,1,0,Hostage Taking (Kidnapping),Business,Canary Islands Independence Movement,,0,,,Unknown,,,,,,
1.97606E+11,1976,6,2,0,France,Western Europe,Finisere,Quimper,47.997542,-4.097899,1,0,,1,0,Bombing/Explosion,Business,Breton Liberation Front (FLB),,0,,,Explosives,,,,,,
1.97606E+11,1976,6,2,0,West Germany (FRG),Western Europe,Hesse,Wiesbaden,50.084284,8.238717,1,0,,1,0,Facility/Infrastructure Attack,Military,Revolutionary Cells,,0,,,Incendiary,0,,,0,,
1.97606E+11,1976,6,2,0,Italy,Western Europe,Tuscany,Florence,43.768732,11.256901,1,0,,1,0,Bombing/Explosion,Journalists & Media,Red Brigades,,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,2,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Police,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,2,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Terrorists/Non-State Militia,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,2,0,United Kingdom,Western Europe,Northern Ireland,Comber,54.550444,-5.745668,1,0,,1,0,Assassination,Private Citizens & Property,Red Hand Commandos,,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,3,0,West Germany (FRG),Western Europe,Hesse,Offenbach,50.10492,8.758561,1,0,,1,0,Facility/Infrastructure Attack,Government (General),Unknown,,0,,,Incendiary,0,,,0,,
1.97606E+11,1976,6,4,0,Mexico,North America,Federal,Mexico City,19.371887,-99.086624,1,0,,1,0,Armed Assault,Police,23rd of September Communist League,,0,,,Firearms,6,,,3,,
1.97606E+11,1976,6,4,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Facility/Infrastructure Attack,Business,Proletarian Resistance Movement,,0,,,Incendiary,0,,,0,,
1.97606E+11,1976,6,4,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,4,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Ulster Freedom Fighters (UFF),,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,5,0,Portugal,Western Europe,Lisbon,Lisbon,38.725299,-9.150036,1,0,,1,0,Bombing/Explosion,Violent Political Party,Unknown,,0,,,Explosives,,,,,,
1.97606E+11,1976,6,5,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Government (General),Ulster Freedom Fighters (UFF),,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,5,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Bombing/Explosion,Business,Irish Republican Extremists,,0,,,Explosives,2,,,,,
1.97606E+11,1976,6,5,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Armed Assault,Business,Ulster Volunteer Force (UVF),,0,,,Firearms,5,,,,,
1.97606E+11,1976,6,5,0,United Kingdom,Western Europe,Northern Ireland,Portaferry,54.380333,-5.547978,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Ulster Volunteer Force (UVF),,0,,,Explosives,1,,,,,
1.97606E+11,1976,6,5,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Protestant extremists,,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,6,0,West Germany (FRG),Western Europe,Hesse,Frankfurt,50.11797,8.644191,1,0,,1,0,Armed Assault,Military,Unknown,,0,,,Incendiary,0,,,0,,
1.97606E+11,1976,6,6,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,0,0,Assassination,Private Citizens & Property,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,6,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Omega-7,,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,7,0,Paraguay,South America,Asuncion,Asuncion,-25.282773,-57.63561,1,0,,1,0,Assassination,Government (Diplomatic),Croatian Nationalists,,0,1,,Firearms,1,,,0,,
1.97606E+11,1976,6,7,0,United States,North America,Illinois,Chicago,41.842602,-87.681229,1,0,"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the First National Bank of Chicago in Chicago, Illinois, United States.  The resulting explosion shattered windows, injuring five people.",1,0,Bombing/Explosion,Business,Fuerzas Armadas de Liberacion Nacional (FALN),To protest United States presence in Puerto Rico.,0,-99,-99,Explosives,0,0,0,5,5,0
1.97606E+11,1976,6,7,0,United States,North America,Illinois,Chicago,41.842602,-87.681229,1,0,"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the Police Headquarters in Chicago, Illinois, United States.  There were no casualties and the explosion caused minor damage.",1,0,Bombing/Explosion,Police,Fuerzas Armadas de Liberacion Nacional (FALN),To protest United States presence in Puerto Rico.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97606E+11,1976,6,7,0,United States,North America,Illinois,Chicago,41.842602,-87.681229,1,0,"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the John Hancock Building in Chicago, Illinois, United States.  There were no casualties and the explosion caused minor damage.",1,0,Bombing/Explosion,Business,Fuerzas Armadas de Liberacion Nacional (FALN),To protest United States presence in Puerto Rico.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97606E+11,1976,6,7,0,United States,North America,Illinois,Chicago,41.842602,-87.681229,1,0,"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the Bank Leumi Le Israel in Chicago, Illinois, United States.  There were no casualties and the explosion caused minor damage.",1,0,Bombing/Explosion,Business,Fuerzas Armadas de Liberacion Nacional (FALN),To protest United States presence in Puerto Rico.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97606E+11,1976,6,8,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Facility/Infrastructure Attack,Business,Unknown,,0,,,Incendiary,0,,,0,,
1.97606E+11,1976,6,8,0,United Kingdom,Western Europe,Northern Ireland,Derriaghy,54.543446,-6.039963,1,0,,1,0,Assassination,Private Citizens & Property,Irish Republican Extremists,,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,9,0,Spain,Western Europe,Biscay,Basauri,43.222177,-2.885668,1,0,,1,0,Assassination,Violent Political Party,Basque Fatherland and Freedom (ETA),,0,,,Firearms,1,,,0,,
1.97606E+11,1976,6,9,0,Mexico,North America,Federal,Mexico City,19.371887,-99.086624,1,0,,1,0,Armed Assault,Police,23rd of September Communist League,,0,,,Firearms,2,,,0,,
1.97606E+11,1976,6,9,0,Italy,Western Europe,Sardinia,Nuoro,40.320996,9.330356,1,0,,0,0,Bombing/Explosion,Police,Unknown,,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,9,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Unknown,,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,10,0,Argentina,South America,Cordoba,Cordoba,-31.399301,-64.182129,1,0,,1,0,Assassination,Educational Institution,Montoneros (Argentina),,0,,,Firearms,1,,,0,,
1.97606E+11,1976,6,10,0,West Germany (FRG),Western Europe,Baden-Wurttemberg,Schemmerhofen,48.1734,9.80006,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,,,,,,
1.97606E+11,1976,6,11,1,Ethiopia,Sub-Saharan Africa,Unknown,Massalva,,,5,0,,1,0,Hostage Taking (Kidnapping),Government (Diplomatic),Eritrean Liberation Front,,0,,,Unknown,0,,,0,,
1.97606E+11,1976,6,11,1,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,,1,0,Hostage Taking (Kidnapping),Government (General),Argentine Anticommunist Alliance (AAA),,0,,,Unknown,0,,,0,,
1.97606E+11,1976,6,12,0,Italy,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,14,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Hostage Taking (Kidnapping),Business,Communist Combat Unit,,0,,,Unknown,,,,,,
